tree_size,count
660,3
661,1
662,3
664,1
666,1
667,4
668,1
669,3
671,4
672,1
673,1
675,2
676,4
677,2
678,2
679,1
680,3
681,4
682,2
683,2
684,1
685,2
686,3
687,2
689,1
690,3
692,1
693,2
695,1
696,1
697,1
698,1
699,5
700,2
701,1
702,1
703,6
704,1
705,3
706,1
707,7
708,1
710,2
711,1
712,4
713,2
716,1
717,1
718,1
719,3
721,7
722,2
723,1
724,2
725,3
727,1
728,3
729,2
731,1
732,4
733,1
735,2
736,2
737,1
738,2
739,2
740,2
741,4
744,1
745,99
747,1
750,4
752,4
754,13
756,1
759,4
761,2
762,1
764,4
765,1
767,2
769,4
774,2
776,1
777,2
778,5
779,2
782,1
783,2
788,4
789,2
790,3
791,5
792,2
793,2
796,4
797,1
799,2
801,12
803,2
804,2
806,3
807,1
809,13
810,1
811,1
812,1
814,1
815,1
817,2
818,5
819,7
820,6
821,1
822,1
824,7
825,2
827,1
828,1
831,2
832,1
834,4
835,1
836,8
837,8
839,2
841,1
843,2
845,3
847,2
848,1
850,2
854,29
855,2
856,1
857,1
858,1
861,1
862,8
863,1
864,1
870,3
871,3
872,1
874,1
875,1
876,2
877,1
878,1
879,2
881,5
882,101
884,2
886,1
887,3
888,3
890,2
891,18
892,2
893,1
894,2
896,7
897,3
898,3
899,1
900,2
901,1
903,1
904,2
907,1
910,14
911,2
912,1
914,4
916,3
918,1
919,1
920,2
921,3
924,1
926,1
927,2
928,2
932,1
933,1
934,1
935,3
936,1
938,1
939,1
942,2
944,1
945,2
947,1
948,1
951,2
952,1
957,2
959,3
960,2
961,1
962,2
964,2
968,1
970,1
972,1
973,10
974,1
976,3
982,1
983,1
988,3
992,1
993,1
998,1
999,2
1000,1
1004,1
1007,1
1008,4
1012,1
1013,1
1014,3
1017,1
1018,2
1019,86
1023,1
1024,1
1026,2
1028,20
1030,1
1031,4
1033,6
1037,3
1041,1
1042,4
1044,1
1047,2
1048,1
1051,1
1052,1
1054,2
1055,1
1059,2
1060,1
1062,1
1064,2
1065,3
1066,2
1067,1
1068,3
1070,1
1072,1
1073,2
1075,1
1076,1
1077,1
1079,2
1080,2
1084,1
1086,3
1088,1
1089,3
1091,1
1092,1
1096,1
1097,2
1098,1
1100,48
1101,2
1102,1
1103,3
1104,2
1105,3
1107,1
1109,1
1110,10
1114,2
1115,4
1119,2
1120,1
1121,4
1123,1
1129,1
1130,2
1133,1
1134,1
1137,1
1139,2
1140,2
1145,2
1146,4
1147,2
1149,1
1151,3
1152,2
1155,1
1156,87
1158,1
1161,3
1163,2
1165,7
1167,1
1168,1
1169,1
1171,1
1172,2
1173,2
1174,2
1177,1
1181,1
1182,2
1183,1
1184,2
1187,1
1188,18
1189,1
1191,3
1192,3
1198,1
1199,4
1200,1
1201,1
1203,1
1206,2
1207,2
1208,1
1210,1
1211,1
1216,3
1217,3
1223,2
1226,1
1228,2
1230,1
1232,3
1237,1
1238,2
1240,2
1241,2
1243,1
1244,2
1245,1
1247,24
1248,1
1250,1
1251,1
1255,1
1256,6
1262,1
1264,3
1267,1
1268,4
1269,2
1270,3
1271,1
1272,1
1275,3
1282,8
1284,2
1288,1
1289,1
1291,1
1293,80
1294,1
1295,2
1296,2
1298,1
1299,2
1302,11
1303,1
1304,6
1309,2
1310,1
1311,3
1314,2
1316,1
1317,1
1320,1
1324,1
1330,2
1331,1
1334,2
1335,2
1336,1
1338,2
1339,1
1340,3
1341,1
1342,1
1343,1
1346,1
1348,1
1352,3
1353,1
1356,1
1357,4
1360,1
1362,2
1363,1
1365,2
1368,1
1376,2
1377,2
1380,1
1382,1
1384,1
1388,2
1394,2
1396,1
1398,1
1403,1
1404,2
1410,1
1416,1
1417,1
1422,2
1424,2
1425,1
1430,12
1432,2
1437,5
1438,1
1439,2
1440,1
1442,1
1445,1
1446,1
1447,1
1448,4
1449,1
1452,1
1455,1
1456,1
1460,2
1466,1
1468,4
1469,1
1472,1
1475,2
1476,1
1477,1
1483,1
1485,2
1489,1
1490,2
1492,1
1494,1
1497,1
1499,2
1501,1
1514,6
1518,1
1521,1
1523,1
1528,1
1529,1
1532,2
1533,1
1536,1
1541,1
1545,1
1546,1
1557,1
1558,1
1560,2
1562,1
1566,2
1572,2
1573,1
1575,2
1576,2
1580,1
1582,2
1583,1
1586,1
1589,1
1595,1
1596,1
1598,2
1599,1
1600,1
1601,1
1606,2
1608,3
1609,2
1610,1
1616,1
1621,2
1622,1
1624,1
1626,1
1628,1
1632,2
1635,1
1647,1
1652,2
1657,1
1658,1
1661,1
1662,1
1666,19
1667,1
1668,1
1672,2
1674,2
1682,1
1683,1
1686,1
1690,1
1694,1
1695,2
1696,1
1698,2
1699,1
1700,1
1702,3
1705,1
1709,1
1710,1
1712,2
1716,1
1720,1
1721,1
1727,1
1730,1
1731,1
1732,1
1734,1
1735,1
1736,1
1739,1
1740,3
1742,1
1743,3
1744,2
1745,1
1746,1
1747,1
1748,1
1749,1
1752,2
1754,1
1756,2
1760,2
1761,2
1768,1
1769,1
1780,1
1782,3
1784,2
1790,2
1795,1
1798,1
1800,1
1801,1
1808,1
1811,1
1812,3
1820,1
1821,2
1822,1
1836,2
1838,1
1839,1
1844,2
1845,1
1848,1
1851,5
1854,1
1857,1
1861,1
1862,1
1877,2
1878,2
1880,1
1882,2
1888,1
1889,1
1894,1
1897,2
1899,1
1900,1
1902,1
1903,1
1904,1
1907,3
1915,1
1919,2
1923,2
1928,3
1932,3
1935,3
1947,1
1950,1
1956,1
1959,2
1961,1
1962,1
1974,2
1976,2
1986,1
1998,1
2000,1
2004,1
2006,1
2008,1
2011,1
2012,1
2013,2
2015,1
2019,1
2020,3
2021,2
2023,1
2025,1
2026,1
2029,1
2038,1
2043,2
2044,1
2047,1
2049,1
2057,2
2064,1
2066,2
2072,1
2076,1
2080,1
2083,1
2092,1
2093,1
2096,1
2098,2
2101,1
2102,1
2105,1
2108,1
2109,1
2110,1
2112,3
2119,2
2121,1
2122,2
2124,1
2145,1
2146,1
2152,1
2156,1
2158,2
2160,1
2164,2
2180,1
2186,1
2188,1
2198,1
2200,1
2204,3
2211,1
2212,1
2216,1
2228,1
2230,1
2236,1
2244,1
2256,1
2260,1
2264,1
2268,1
2279,1
2286,1
2291,1
2292,1
2298,1
2304,1
2311,1
2314,1
2315,1
2318,1
2319,3
2323,1
2325,3
2331,1
2336,4
2340,2
2346,1
2348,1
2372,1
2373,1
2376,1
2381,1
2391,1
2393,1
2395,1
2398,1
2399,1
2403,1
2412,2
2416,1
2435,1
2437,1
2449,3
2452,1
2455,1
2457,1
2458,1
2459,1
2465,1
2475,1
2480,1
2488,1
2492,1
2497,4
2514,1
2516,1
2519,1
2520,1
2533,1
2541,1
2544,1
2552,1
2565,1
2571,2
2574,1
2575,1
2591,1
2599,1
2620,1
2622,1
2631,1
2635,2
2645,1
2649,1
2650,1
2655,1
2669,1
2671,1
2673,2
2674,1
2676,1
2691,1
2699,1
2704,1
2708,1
2732,1
2749,1
2753,1
2761,1
2762,1
2770,1
2774,1
2780,1
2786,2
2794,1
2795,1
2797,2
2801,1
2824,1
2830,1
2831,1
2832,1
2841,1
2842,1
2849,1
2867,1
2874,1
2875,1
2886,1
2891,1
2899,1
2906,1
2909,1
2916,1
2922,2
2928,1
2952,1
2969,1
2978,2
2979,1
2980,1
2997,1
2999,1
3002,1
3005,1
3015,1
3018,1
3019,1
3027,1
3028,1
3033,1
3035,2
3036,1
3042,3
3045,1
3055,1
3059,1
3062,1
3069,1
3071,1
3079,1
3080,1
3081,1
3086,1
3090,1
3092,1
3095,1
3104,1
3106,1
3138,1
3147,1
3152,1
3160,1
3169,1
3199,1
3200,1
3207,1
3214,1
3217,1
3219,1
3221,1
3229,2
3238,1
3239,1
3240,1
3241,1
3249,1
3257,1
3260,1
3271,1
3274,1
3281,1
3283,1
3290,3
3296,1
3305,1
3306,1
3315,1
3320,1
3321,1
3326,1
3329,1
3331,1
3332,3
3342,1
3345,2
3346,1
3347,1
3354,1
3355,1
3365,1
3368,1
3411,1
3440,1
3443,1
3458,1
3463,1
3532,1
3535,1
3545,2
3547,1
3550,1
3555,1
3565,1
3592,1
3612,1
3620,1
3627,1
3642,1
3668,1
3670,1
3671,1
3675,1
3683,1
3690,1
3704,1
3709,1
3717,1
3731,1
3809,1
3815,2
3818,1
3822,1
3823,1
3825,1
3830,1
3849,1
3854,1
3868,1
3882,1
3898,1
3903,1
3911,1
3929,1
3932,1
3944,1
3949,1
3957,1
3961,1
3972,1
3978,1
3980,1
4020,1
4039,1
4057,1
4071,2
4073,1
4101,1
4103,1
4110,1
4152,1
4160,1
4167,2
4172,2
4201,1
4211,1
4222,12
4238,2
4246,1
4253,1
4291,1
4292,1
4301,1
4305,1
4312,1
4316,1
4319,1
4321,1
4324,1
4331,1
4334,1
4367,1
4382,1
4392,1
4423,1
4426,1
4427,1
4434,1
4438,2
4457,1
4500,2
4517,1
4537,1
4538,1
4551,1
4555,1
4568,1
4576,1
4578,1
4591,1
4596,1
4598,1
4616,1
4623,1
4643,1
4647,2
4655,1
4691,1
4695,1
4729,1
4743,1
4747,1
4752,1
4757,1
4784,1
4821,1
4827,1
4837,1
4862,1
4867,1
4871,1
4872,1
4876,1
4891,1
4894,1
4914,1
4962,1
4964,1
4975,1
4980,1
4982,1
4992,1
5008,1
5040,1
5057,1
5069,1
5102,1
5109,1
5126,1
5128,1
5133,1
5167,1
5189,1
5203,1
5209,1
5218,1
5245,1
5259,1
5270,1
5276,1
5299,1
5314,1
5315,1
5341,1
5384,1
5392,1
5411,1
5431,1
5454,1
5488,1
5489,2
5511,1
5563,1
5589,1
5590,1
5614,1
5619,1
5634,1
5643,1
5646,1
5663,1
5675,1
5700,1
5706,1
5715,1
5721,1
5725,1
5740,1
5750,1
5751,1
5757,1
5821,1
5831,1
5851,1
5863,1
5913,1
5924,5
5939,1
5959,1
5990,1
6011,1
6054,1
6089,1
6137,1
6154,1
6166,1
6186,1
6199,1
6209,1
6210,1
6220,1
6235,1
6237,1
6238,1
6247,1
6254,1
6270,1
6272,1
6312,1
6318,1
6344,1
6352,1
6399,1
6450,1
6461,1
6495,1
6522,1
6538,4
6579,1
6588,1
6607,1
6655,1
6689,1
6704,1
6717,1
6738,1
6749,1
6781,1
6790,1
6814,1
6845,1
6865,1
6884,2
6888,1
6935,1
6957,1
6994,1
7017,1
7018,1
7044,1
7073,1
7156,1
7175,1
7223,1
7225,1
7238,1
7239,1
7240,1
7257,1
7258,1
7292,1
7299,1
7329,1
7409,1
7427,1
7434,1
7448,1
7483,1
7496,1
7508,2
7513,1
7526,1
7544,1
7560,1
7575,1
7581,1
7605,1
7643,1
7679,1
7724,1
7735,1
7765,1
7776,1
7802,1
7815,1
7822,1
7847,1
7868,1
7872,1
7899,1
7950,1
8021,2
8062,1
8164,1
8190,1
8216,1
8239,1
8292,1
8339,1
8368,1
8382,1
8409,1
8510,1
8732,1
8747,1
8748,1
8788,1
8832,1
8844,1
8958,1
8993,1
9001,1
9013,1
9055,1
9178,1
9212,1
9237,1
9257,1
9329,1
9362,1
9414,1
9430,1
9527,1
9610,1
9652,1
9654,1
9673,1
9840,1
9861,1
9969,1
10020,1
10088,1
10112,1
10115,1
10135,1
10189,1
10377,1
10513,2
10809,1
10902,1
11019,1
11155,1
11214,1
11231,1
11261,1
11265,1
11308,1
11342,1
11368,1
11390,1
11472,1
11481,1
11487,1
11518,1
11565,1
11683,1
11758,1
11793,1
11800,1
11848,1
11886,1
11981,1
12073,1
12074,1
12122,1
12127,1
12219,1
12229,1
12261,1
12350,1
12367,1
12423,1
12577,1
12713,1
12735,1
12938,1
12942,1
13013,5
13071,1
13216,1
13497,1
13538,1
13628,1
13749,1
13788,1
13790,1
13796,1
13823,1
13892,1
13937,1
13983,1
14022,1
14300,1
14315,1
14653,1
14806,2
14812,1
15145,1
15181,1
15225,1
15663,1
16125,1
16149,1
16230,1
16417,1
16628,1
16633,1
16694,1
16851,1
17043,1
17155,1
17343,1
17376,1
17689,1
17901,1
18277,1
18360,1
18390,1
18468,1
19351,1
19921,1
20004,1
20067,1
20418,1
20695,1
21137,1
21230,1
21683,1
21801,1
21819,1
22307,1
22658,1
22983,1
23290,1
23555,1
26721,1
27001,1
27320,1
27546,1
28799,1
29128,1
29314,1
29389,1
29472,1
29489,1
29730,1
30131,1
30642,1
30720,1
32209,1
33593,1
34005,1
34701,1
39127,1
39896,1
40934,1
43485,1
43789,1
44139,2
46804,1
47228,1
48354,1
50163,1
51103,1
51513,1
52898,1
55368,1
63093,1
63681,1
64351,2
70457,1
70659,1
91254,1
91504,1
96455,2
122554,1
124239,1
126805,1
126812,1
333452,1
